 phenotype_rows 	        min         	        max         	 project_id 	              name              	 name 
           1313 	                0.0 	                5.0 	        269 	 12ayt37mixedZa                 	 IITA
           1314 	                0.0 	                5.0 	        558 	 13genpopIB                     	 IITA
           1324 	                  0 	                  5 	         89 	 Cassava Zaria 2002/03          	 IITA
           1408 	                0.0 	                5.0 	        544 	 09uyt22ICTUbi                  	 IITA
           1434 	                0.0 	                5.0 	        528 	 06uyt26esarcUbi                	 IITA
           1456 	                0.0 	                5.0 	        527 	 06uyt26CMD2ubi                 	 IITA
           1464 	                0.0 	                5.0 	        506 	 06uyt23esarcIB                 	 IITA
           1464 	                0.0 	                5.0 	       1718 	 14.GS.C1.ungenotyped.CE.IKN    	 IITA
           1503 	                0.0 	                5.0 	        224 	 12pyt86yrtIB                   	 IITA
           1512 	                0.0 	                5.0 	        341 	 08ayt72whtrtIB                 	 IITA
           1536 	                0.0 	                5.0 	        617 	 13uyt32pdIB                    	 IITA
           1566 	                0.0 	                5.0 	        658 	 13ayt45yrtIB                   	 IITA
           1584 	                0.0 	                5.0 	        543 	 11ayt17highproteinIB           	 IITA
           1810 	                0.0 	                5.0 	        225 	 12ayt71mixedIB                 	 IITA
           1848 	                0.0 	                5.0 	        340 	 08ayt33yrtib                   	 IITA
           1866 	                0.0 	                5.0 	        300 	 11ayt36yr10UB                  	 IITA
           1868 	                0.0 	                5.0 	        481 	 06uyt26pdIB                    	 IITA
           2100 	                0.0 	                5.0 	        351 	 10ayt82yrtIB                   	 IITA
           2104 	                0.0 	                5.0 	        610 	 13pyt78highDMIB                	 IITA
           2157 	                0.0 	                5.0 	        214 	 12ayt20yrtIB                   	 IITA
           2160 	                0.0 	                5.0 	        616 	 13uyt30whtrtIB                 	 IITA
           2319 	 0.0416666666666667 	                  5 	        648 	 5uyt28MPRIB                    	 IITA
           2408 	                0.0 	                5.0 	        281 	 11ayt86yrtIB                   	 IITA
           2520 	                0.0 	                5.0 	        232 	 12ayt35yrt10IK                 	 IITA
           2552 	                0.0 	                5.0 	        598 	 13NEXTGenC0MK                  	 IITA
           2784 	                0.0 	                5.0 	        592 	 13uyt30whtrtZA                 	 IITA
           2808 	                0.0 	                5.0 	        234 	 12ayt39yrt12IK                 	 IITA
           3014 	                0.0 	                5.0 	        349 	 10ayt96yrtIB                   	 IITA
           3200 	                0.0 	                5.0 	        587 	 13uyt25sgZA                    	 IITA
           3258 	                0.0 	                5.0 	        223 	 12ayt66pdwrtIB                 	 IITA
           3872 	                0.0 	                5.0 	        600 	 13NEXTgenC0IB                  	 IITA
           3885 	                0.0 	                5.0 	        659 	 13clonalevalLeafRetentionIB    	 IITA
           4390 	                0.0 	                5.0 	        226 	 12pyt280yrtIB                  	 IITA
           4608 	                0.0 	                5.0 	        236 	 12pyt128pdIK                   	 IITA
           4800 	                  1 	                  5 	       1644 	 14.GS.C2.CE.IK                 	 IITA
           5176 	                0.2 	                  5 	        460 	 10ClonalEvalyrtIB              	 IITA
           5382 	                0.0 	                5.0 	       1760 	 14localgermUB                  	 IITA
           5666 	                0.0 	                5.0 	        437 	 13NEXTgenC1MK                  	 IITA
           5726 	                0.0 	                5.0 	        438 	 13NEXTgenC1Ik                  	 IITA
           6064 	                  1 	                  5 	       1643 	 14.GS.C2.CE.IB                 	 IITA
           7750 	                0.0 	                5.0 	        457 	 12ClonalevaIK                  	 IITA
           7902 	                0.0 	                  5 	        451 	 09Locgermubi                   	 IITA
           8602 	                0.0 	                5.0 	       1722 	 14clonalevaIB_Diallel          	 IITA
           9387 	                0.0 	                5.0 	        453 	 11LocalGermIB                  	 IITA
          10020 	  0.025974025974026 	                  5 	        443 	 13geneticgainIB                	 IITA
          10433 	                0.0 	                5.0 	        452 	 10locgermubi                   	 IITA
          10688 	                0.0 	                5.0 	        611 	 13pyt99highTCIB                	 IITA
          13437 	                0.0 	                5.0 	        613 	 13pytdiallelIB                 	 IITA
          14618 	                0.0 	                5.0 	        456 	 12ClonalevaIB                  	 IITA
          18207 	                0.0 	                5.0 	        545 	 12localgermIB                  	 IITA
            582 	 0.0344827586206897 	                5.5 	        633 	 05uyt20pd2UB                   	 IITA
            532 	                0.0 	                6.0 	       1688 	 14ayt19highTCIK                	 IITA
            585 	                0.0 	                6.0 	       1684 	 14uyt21pdIB                    	 IITA
            792 	                0.0 	                7.0 	       1664 	 14ayt17ZA                      	 IITA
          11268 	                0.0 	                7.8 	        593 	 13grcUB                        	 IITA
           2936 	                0.2 	                  8 	       1726 	 14.GS.C2.ExtraSel.CET.IKN      	 IITA
          23634 	                0.0 	                8.0 	        446 	 12geneticgainUB                	 IITA
           1488 	                0.0 	                9.0 	        568 	 13ayt24yrtZA                   	 IITA
          23116 	                0.0 	                9.0 	        436 	 13NEXTgenC1IB                  	 IITA
            585 	                  1 	                 10 	       1641 	 14.GS.C0.PYT88MK               	 IITA
            730 	                  1 	                 10 	       1634 	 2014.GS.C0.PYT88UB             	 IITA
            840 	                  1 	                 10 	       1640 	 14.GS.C0.PYT88IK               	 IITA
           1492 	                0.0 	               10.0 	       1714 	 14mpop8IB                      	 IITA
           1677 	                0.0 	               10.0 	       1682 	 14pyt120IB                     	 IITA
           4315 	                0.0 	               10.0 	        445 	 14geneticgainIB                	 IITA
           1057 	                0.0 	               12.0 	       1729 	 14.GS.C3.Crossingblock.UB      	 IITA
            840 	                0.0 	               13.0 	       1686 	 14uyt30whtrtIB                 	 IITA
            639 	                0.0 	               14.0 	        575 	 13Ayt23HtcIK                   	 IITA
            359 	                  1 	                 16 	        416 	 08uyt23ICT2MK                  	 IITA
           2520 	                0.0 	               17.0 	       1694 	 14uyt30whtrtIK                 	 IITA
           1361 	             0.0625 	                 20 	       1639 	 14.GS.C1.EC.MK                 	 IITA
          10503 	                  1 	                 20 	       1637 	 14.GS.C1.EC.IB                 	 IITA
           5967 	                0.0 	               24.0 	       1716 	 14pytdiallelIB                 	 IITA
           7483 	                0.0 	            41793.0 	        455 	 13localgermUB                  	 IITA
           5619 	                0.0 	            41915.0 	        444 	 14geneticgainUB                	 IITA
