	Tomato Data Entry			Characterization Descriptors									Quality Measures			Comment	
SCT_0191-2	SCT_0191	1132	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.24	0.41856		
SCT_0192-1	SCT_0192	1141	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	3.79	0.37248		
SCT_0192-2	SCT_0192	1142	2	.	.	.	.	.	.	2010/08/24	.	.	4.8	4.11	0.55744		
SCT_0193-1	SCT_0193	1151	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	4.04	0.44288		
SCT_0193-2	SCT_0193	1152	2	.	.	.	.	.	.	2010/08/24	.	.	5.2	3.96	0.50432		
SCT_0194-1	SCT_0194	1161	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.25	0.32256		
SCT_0194-2	SCT_0194	1162	2	.	.	.	.	.	.	2010/08/24	.	.	5.5	4.14	0.48128		
SCT_0195-1	SCT_0195	1171	1	.	.	.	.	.	.	2010/08/24	.	.	4.3	3.96	0.37248		
SCT_0195-2	SCT_0195	1172	2	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.26	0.43008		
SCT_0197-1	SCT_0197	1181	1	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.17	0.3584		
SCT_0197-2	SCT_0197	1182	2	.	.	.	.	.	.	2010/08/24	.	.	4.7	4.12	0.48384		
SCT_0198-1	SCT_0198	1191	1	.	.	.	.	.	.	2010/08/24	.	.	6.3	4.04	0.47488		
SCT_0198-2	SCT_0198	1192	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.25	0.48576		
SCT_0199-1	SCT_0199	1201	1	.	.	.	.	.	.	2010/08/24	.	.	6.8	3.72	0.72256		
SCT_0199-2	SCT_0199	1202	2	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.02	0.60032		
SCT_0200-1	SCT_0200	1211	1	.	.	.	.	.	.	2010/08/24	.	.	6.5	4.22	0.4512		
SCT_0200-2	SCT_0200	1212	2	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.12	0.55488		
SCT_0201-1	SCT_0201	1221	1	.	.	.	.	.	.	2010/08/24	.	.	5.5	3.92	0.50432		
SCT_0201-2	SCT_0201	1222	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.11	0.48192		
SCT_0202-1	SCT_0202	1231	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	4.15	0.44288		
SCT_0202-2	SCT_0202	1232	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.42	0.35712		
SCT_0203-1	SCT_0203	1241	1	.	.	.	.	.	.	2010/08/24	.	.	4	4.06	0.36544		
SCT_0203-2	SCT_0203	1242	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.31	0.38336		
SCT_0204-1	SCT_0204	1251	1	.	.	.	.	.	.	2010/08/24	.	.	5	3.9	0.54464		
SCT_0204-2	SCT_0204	1252	2	.	.	.	.	.	.	2010/08/24	.	.	4.3	4.17	0.39616		
SCT_0205-1	SCT_0205	1261	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	3.95	0.56704		
SCT_0205-2	SCT_0205	1262	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.17	0.46336		
SCT_0206-1	SCT_0206	1271	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	4.32	0.34368		
SCT_0206-2	SCT_0206	1272	2	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.24	0.41664		
SCT_0207-1	SCT_0207	1281	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	4.13	0.48192		
SCT_0207-2	SCT_0207	1282	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.09	0.42688		
SCT_0208-1	SCT_0208	1291	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.14	0.54208		
SCT_0208-2	SCT_0208	1292	2	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.09	0.57856		
SCT_0209-1	SCT_0209	1301	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.23	0.45568		
SCT_0209-2	SCT_0209	1302	2	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.29	0.3904		
SCT_0210-1	SCT_0210	1311	1	.	.	.	.	.	.	2010/08/24	.	.	6.3	3.87	0.6016		
SCT_0210-2	SCT_0210	1312	2	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.12	0.50432		
SCT_0211-1	SCT_0211	1321	1	.	.	.	.	.	.	2010/08/24	.	.	7.1	3.88	0.72384		
SCT_0211-2	SCT_0211	1322	2	.	.	.	.	.	.	2010/08/24	.	.	5.9	4.2	0.58112		
SCT_0212-1	SCT_0212	1331	1	.	.	.	.	.	.	2010/08/24	.	.	6.3	3.83	0.82048		
SCT_0212-2	SCT_0212	1332	2	.	.	.	.	.	.	2010/08/24	.	.	4.7	3.99	0.57472		
SCT_0213-1	SCT_0213	1341	1	.	.	.	.	.	.	2010/08/24	.	.	5.3	3.86	0.5696		
SCT_0213-2	SCT_0213	1342	2	.	.	.	.	.	.	2010/08/24	.	.	3.3	4.09	0.32896		
SCT_0214-1	SCT_0214	1351	1	.	.	.	.	.	.	2010/08/24	.	.	5.7	4.15	0.50624		
SCT_0214-2	SCT_0214	1352	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.04	0.52608		
SCT_0261-1	SCT_0261	1361	1	.	.	.	.	.	.	2010/08/24	.	.	4.6	3.97	0.47488		
SCT_0261-2	SCT_0261	1362	2	.	.	.	.	.	.	2010/08/24	.	.	4.5	4.3	0.38208		
SCT_0262-1	SCT_0262	1371	1	.	.	.	.	.	.	2010/08/24	.	.	5.8	4.1	0.51968		
SCT_0262-2	SCT_0262	1372	2	.	.	.	.	.	.	2010/08/24	.	.	4.6	4.09	0.46912		
SCT_0263-1	SCT_0263	1381	1	.	.	.	.	.	.	2010/08/24	.	.	4.6	3.79	0.51392		
SCT_0263-2	SCT_0263	1382	2	.	.	.	.	.	.	2010/08/24	.	.	5.4	4.06	0.54592		
SCT_0264-1	SCT_0264	1391	1	.	.	.	.	.	.	2010/08/24	.	.	5	3.91	0.50624		
SCT_0264-2	SCT_0264	1392	2	.	.	.	.	.	.	2010/08/24	.	.	5.1	4.01	0.5632		
SCT_0265-1	SCT_0265	1401	1	.	.	.	.	.	.	2010/08/24	.	.	5.2	3.76	0.77376		
SCT_0265-2	SCT_0265	1402	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	3.98	0.6688		
SCT_0266-1	SCT_0266	1411	1	.	.	.	.	.	.	2010/08/24	.	.	5.6	3.73	0.73152		
SCT_0266-2	SCT_0266	1412	2	.	.	.	.	.	.	2010/08/24	.	.	5.3	4.03	0.67136		
SCT_0267-1	SCT_0267	1421	1	.	.	.	.	.	.	2010/08/24	.	.	5.9	3.84	0.64832		
SCT_0267-2	SCT_0267	1422	2	.	.	.	.	.	.	2010/08/24	.	.	4.9	4.35	0.36032		
